,fixture.id,fixture.date,league.round,league.season,home.id,score.home,away.id,score.away,winner,team.id,team.name,home.name,away.name,BP,BS,CK,Fouls,GkS,O,P%,PAc,RC,SI,SoffG,SonG,Soutb,TS,TP,YC,GA,GS,PK,TkT,TkB,TkI,DT,DW,DrA,DrS,DrP,FDr,PyW,PyC,PySc,PyM,PyS,RD,RF,RM
6922,94565,2019-07-14T19:00:00+00:00,10,2019,135,0.0,120,0.0,1.0,120,Botafogo,Cruzeiro,Botafogo,58.0,2.0,3.0,8.0,1.0,,89.0,568.0,,3.0,5.0,1.0,5.0,8.0,640.0,,0.0,1.0,5.0,8.0,2.0,9.0,77.0,47.0,17.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,7.116666666666667,6.675,7.175
6923,94570,2019-07-13T22:00:00+00:00,10,2019,126,1.0,121,1.0,1.0,121,Palmeiras,Sao Paulo,Palmeiras,55.0,5.0,5.0,18.0,9.0,4.0,80.0,326.0,,7.0,5.0,5.0,8.0,15.0,407.0,3.0,1.0,9.0,11.0,12.0,0.0,7.0,132.0,64.0,17.0,9.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,7.140000000000001,6.6,6.7
6924,94567,2019-07-15T23:00:00+00:00,10,2019,124,1.0,129,1.0,1.0,124,Fluminense,Fluminense,Ceara,70.0,6.0,14.0,11.0,4.0,1.0,88.0,552.0,,18.0,10.0,7.0,5.0,23.0,629.0,2.0,1.0,4.0,20.0,12.0,2.0,7.0,121.0,69.0,24.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.183333333333334,6.9,7.175
6925,94570,2019-07-13T22:00:00+00:00,10,2019,126,1.0,121,1.0,1.0,126,Sao Paulo,Sao Paulo,Palmeiras,45.0,1.0,8.0,19.0,4.0,,76.0,257.0,,7.0,3.0,10.0,7.0,14.0,337.0,3.0,1.0,4.0,12.0,10.0,5.0,9.0,132.0,68.0,23.0,15.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0200000000000005,6.966666666666666,6.816666666666666
6926,94566,2019-07-14T14:00:00+00:00,10,2019,127,6.0,151,1.0,2.0,127,Flamengo,Flamengo,Goias,73.0,6.0,11.0,8.0,1.0,,90.0,504.0,,19.0,8.0,16.0,11.0,30.0,561.0,1.0,5.0,1.0,23.0,12.0,1.0,6.0,109.0,59.0,27.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,6.616666666666667,8.6,7.466666666666666
6927,94562,2019-07-13T22:00:00+00:00,10,2019,118,0.0,128,1.0,0.0,128,Santos,Bahia,Santos,62.0,3.0,7.0,11.0,2.0,1.0,84.0,443.0,,9.0,7.0,7.0,8.0,17.0,525.0,3.0,0.0,2.0,12.0,5.0,5.0,13.0,112.0,65.0,16.0,13.0,9.0,13.0,1.0,0.0,0.0,1.0,0.0,7.32,6.966666666666666,7.083333333333333
6928,94567,2019-07-15T23:00:00+00:00,10,2019,124,1.0,129,1.0,1.0,129,Ceara,Fluminense,Ceara,30.0,2.0,5.0,15.0,6.0,2.0,73.0,194.0,,3.0,2.0,5.0,6.0,9.0,267.0,2.0,1.0,6.0,5.0,11.0,6.0,14.0,121.0,52.0,19.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.479999999999999,6.4,6.4
6929,94569,2019-07-13T20:00:00+00:00,10,2019,130,2.0,133,1.0,2.0,130,Gremio,Gremio,Vasco DA Gama,70.0,1.0,4.0,18.0,4.0,2.0,89.0,553.0,,9.0,4.0,6.0,2.0,11.0,622.0,2.0,2.0,4.0,9.0,15.0,2.0,9.0,111.0,55.0,22.0,13.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,7.08,7.050000000000001,6.914285714285714
6930,94564,2019-07-14T19:00:00+00:00,10,2019,131,1.0,150,0.0,2.0,131,Corinthians,Corinthians,CSA,66.0,8.0,16.0,2.0,1.0,1.0,88.0,484.0,,12.0,11.0,8.0,15.0,27.0,549.0,2.0,1.0,1.0,17.0,8.0,2.0,7.0,104.0,60.0,20.0,12.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,7.24,6.9,7.271428571428571
6931,94563,2019-07-14T22:00:00+00:00,10,2019,132,1.0,1062,2.0,0.0,132,Chapecoense-SC,Chapecoense-SC,Atletico-MG,38.0,4.0,5.0,20.0,5.0,2.0,70.0,185.0,,11.0,8.0,3.0,4.0,15.0,264.0,3.0,1.0,5.0,10.0,10.0,2.0,8.0,136.0,68.0,22.0,16.0,15.0,16.0,0.0,1.0,0.0,0.0,1.0,6.82,7.1,6.5
6932,94569,2019-07-13T20:00:00+00:00,10,2019,130,2.0,133,1.0,2.0,133,Vasco DA Gama,Gremio,Vasco DA Gama,30.0,2.0,6.0,12.0,4.0,1.0,71.0,182.0,,7.0,3.0,5.0,3.0,10.0,255.0,4.0,0.0,4.0,6.0,15.0,1.0,11.0,111.0,56.0,14.0,7.0,13.0,16.0,1.0,0.0,1.0,0.0,0.0,6.74,6.5,6.659999999999999
6933,94561,2019-07-14T19:00:00+00:00,10,2019,134,1.0,119,0.0,2.0,134,Atletico Paranaense,Atletico Paranaense,Internacional,60.0,4.0,6.0,15.0,4.0,2.0,85.0,392.0,,9.0,7.0,6.0,8.0,17.0,460.0,3.0,0.0,4.0,15.0,5.0,3.0,8.0,105.0,45.0,23.0,13.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,7.220000000000001,6.699999999999999,6.9
6934,94565,2019-07-14T19:00:00+00:00,10,2019,135,0.0,120,0.0,1.0,135,Cruzeiro,Cruzeiro,Botafogo,42.0,2.0,5.0,11.0,1.0,3.0,88.0,398.0,,2.0,4.0,1.0,5.0,7.0,454.0,,0.0,1.0,6.0,5.0,2.0,17.0,77.0,30.0,15.0,9.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,7.08,6.7,6.633333333333333
6935,94568,2019-07-13T20:00:00+00:00,10,2019,154,2.0,145,0.0,2.0,145,Avai,Fortaleza EC,Avai,60.0,6.0,13.0,12.0,3.0,1.0,87.0,442.0,,4.0,4.0,5.0,11.0,15.0,510.0,2.0,0.0,3.0,8.0,9.0,4.0,8.0,112.0,50.0,16.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,6.7,6.5,6.6625
6936,94564,2019-07-14T19:00:00+00:00,10,2019,131,1.0,150,0.0,2.0,150,CSA,Corinthians,CSA,34.0,2.0,1.0,18.0,6.0,,75.0,223.0,,1.0,1.0,1.0,3.0,4.0,296.0,6.0,0.0,6.0,3.0,9.0,9.0,12.0,104.0,44.0,9.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,6.94,6.566666666666666,6.55
6937,94566,2019-07-14T14:00:00+00:00,10,2019,127,6.0,151,1.0,2.0,151,Goias,Flamengo,Goias,27.0,1.0,,9.0,10.0,3.0,70.0,142.0,,2.0,4.0,2.0,5.0,7.0,202.0,2.0,0.0,10.0,2.0,13.0,6.0,10.0,109.0,50.0,15.0,7.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0200000000000005,7.4,6.1000000000000005
6938,94568,2019-07-13T20:00:00+00:00,10,2019,154,2.0,145,0.0,2.0,154,Fortaleza EC,Fortaleza EC,Avai,40.0,3.0,5.0,15.0,5.0,,84.0,303.0,,8.0,5.0,6.0,6.0,14.0,361.0,2.0,1.0,5.0,9.0,12.0,6.0,9.0,112.0,62.0,19.0,12.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,7.640000000000001,7.233333333333334,6.9
6939,94563,2019-07-14T22:00:00+00:00,10,2019,132,1.0,1062,2.0,0.0,1062,Atletico-MG,Chapecoense-SC,Atletico-MG,62.0,3.0,10.0,16.0,2.0,2.0,80.0,353.0,,13.0,11.0,7.0,8.0,21.0,439.0,5.0,1.0,2.0,12.0,12.0,4.0,7.0,136.0,68.0,22.0,15.0,16.0,19.0,0.0,0.0,0.0,1.0,0.0,6.8,6.7,6.9
6940,94573,2019-07-20T20:00:00+00:00,11,2019,118,0.0,135,0.0,1.0,118,Bahia,Bahia,Cruzeiro,57.0,3.0,5.0,17.0,4.0,1.0,87.0,450.0,1.0,5.0,8.0,1.0,7.0,12.0,517.0,3.0,0.0,4.0,10.0,12.0,2.0,3.0,115.0,66.0,19.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,6.6,6.771428571428571
6941,94578,2019-07-20T22:00:00+00:00,11,2019,119,1.0,130,1.0,1.0,119,Internacional,Internacional,Gremio,42.0,4.0,1.0,14.0,2.0,,80.0,334.0,,4.0,3.0,4.0,7.0,11.0,415.0,3.0,0.0,2.0,6.0,9.0,2.0,8.0,135.0,61.0,17.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.683333333333334,7.2,6.3
6942,94574,2019-07-21T14:00:00+00:00,11,2019,120,0.0,128,1.0,0.0,120,Botafogo,Botafogo,Santos,50.0,4.0,9.0,12.0,3.0,1.0,86.0,378.0,1.0,4.0,4.0,1.0,5.0,9.0,437.0,3.0,0.0,3.0,9.0,8.0,1.0,6.0,86.0,42.0,14.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.633333333333333,6.5,6.7
6943,94575,2019-07-20T22:00:00+00:00,11,2019,129,2.0,121,0.0,2.0,121,Palmeiras,Ceara,Palmeiras,58.0,6.0,9.0,13.0,2.0,1.0,84.0,308.0,,10.0,9.0,6.0,11.0,21.0,367.0,2.0,0.0,2.0,13.0,10.0,2.0,8.0,132.0,70.0,15.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,6.45,6.714285714285714
6944,94580,2019-07-20T14:00:00+00:00,11,2019,133,2.0,124,1.0,2.0,124,Fluminense,Vasco DA Gama,Fluminense,56.0,,2.0,22.0,3.0,1.0,86.0,428.0,2.0,2.0,3.0,2.0,3.0,5.0,499.0,4.0,0.0,3.0,3.0,10.0,4.0,8.0,111.0,62.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1000000000000005,6.95,6.75
6945,94579,2019-07-22T23:00:00+00:00,11,2019,126,4.0,132,0.0,2.0,126,Sao Paulo,Sao Paulo,Chapecoense-SC,49.0,10.0,5.0,29.0,2.0,,81.0,319.0,,10.0,3.0,6.0,9.0,19.0,395.0,1.0,3.0,2.0,15.0,21.0,1.0,8.0,130.0,68.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.25,7.057142857142857
6946,94576,2019-07-21T19:00:00+00:00,11,2019,131,1.0,127,1.0,1.0,127,Flamengo,Corinthians,Flamengo,56.0,1.0,5.0,17.0,1.0,,81.0,332.0,1.0,4.0,2.0,3.0,2.0,6.0,411.0,5.0,0.0,1.0,4.0,11.0,3.0,5.0,121.0,67.0,15.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,6.58,6.85,6.771428571428571
6947,94574,2019-07-21T14:00:00+00:00,11,2019,120,0.0,128,1.0,0.0,128,Santos,Botafogo,Santos,50.0,1.0,2.0,14.0,1.0,1.0,85.0,378.0,1.0,10.0,8.0,4.0,3.0,13.0,443.0,4.0,1.0,1.0,11.0,10.0,4.0,10.0,86.0,44.0,13.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.966666666666666,6.8,7.06
6948,94575,2019-07-20T22:00:00+00:00,11,2019,129,2.0,121,0.0,2.0,129,Ceara,Ceara,Palmeiras,42.0,2.0,3.0,26.0,6.0,1.0,77.0,221.0,,3.0,3.0,4.0,6.0,9.0,286.0,3.0,0.0,6.0,2.0,10.0,6.0,5.0,132.0,62.0,29.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.479999999999999,6.699999999999999,6.857142857142857
6949,94578,2019-07-20T22:00:00+00:00,11,2019,119,1.0,130,1.0,1.0,130,Gremio,Internacional,Gremio,58.0,2.0,2.0,14.0,4.0,,83.0,467.0,,6.0,5.0,3.0,4.0,10.0,563.0,2.0,1.0,4.0,8.0,15.0,4.0,5.0,135.0,74.0,23.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,6.6,6.785714285714286
6950,94576,2019-07-21T19:00:00+00:00,11,2019,131,1.0,127,1.0,1.0,131,Corinthians,Corinthians,Flamengo,44.0,3.0,2.0,20.0,2.0,1.0,80.0,254.0,,6.0,8.0,2.0,7.0,13.0,316.0,1.0,0.0,2.0,10.0,10.0,1.0,5.0,121.0,54.0,19.0,9.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,6.62,6.3,6.642857142857143
6951,94579,2019-07-22T23:00:00+00:00,11,2019,126,4.0,132,0.0,2.0,132,Chapecoense-SC,Sao Paulo,Chapecoense-SC,51.0,1.0,3.0,19.0,2.0,3.0,83.0,336.0,,4.0,5.0,2.0,4.0,8.0,403.0,3.0,0.0,2.0,8.0,8.0,9.0,6.0,130.0,62.0,29.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,6.45,6.242857142857143
6952,94580,2019-07-20T14:00:00+00:00,11,2019,133,2.0,124,1.0,2.0,133,Vasco DA Gama,Vasco DA Gama,Fluminense,44.0,5.0,3.0,25.0,1.0,4.0,84.0,328.0,,8.0,6.0,5.0,8.0,16.0,391.0,4.0,1.0,1.0,11.0,11.0,0.0,9.0,111.0,49.0,10.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733333333333333,7.15,6.6000000000000005
6953,94577,2019-07-20T22:00:00+00:00,11,2019,150,0.0,134,4.0,0.0,134,Atletico Paranaense,CSA,Atletico Paranaense,49.0,,6.0,28.0,2.0,,,,,,3.0,10.0,,13.0,,1.0,,,,,,,,,,,,,,,,,,,,
6954,94573,2019-07-20T20:00:00+00:00,11,2019,118,0.0,135,0.0,1.0,135,Cruzeiro,Bahia,Cruzeiro,43.0,2.0,5.0,8.0,2.0,2.0,81.0,309.0,,5.0,6.0,4.0,7.0,12.0,383.0,1.0,0.0,2.0,7.0,7.0,3.0,10.0,115.0,49.0,15.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.75,6.8
6955,94572,2019-07-21T22:00:00+00:00,11,2019,145,0.0,151,0.0,1.0,145,Avai,Avai,Goias,61.0,6.0,5.0,16.0,4.0,1.0,82.0,398.0,,6.0,6.0,3.0,9.0,15.0,487.0,4.0,0.0,4.0,9.0,4.0,5.0,12.0,111.0,56.0,17.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,6.7,6.585714285714286
6956,94577,2019-07-20T22:00:00+00:00,11,2019,150,0.0,134,4.0,0.0,150,CSA,CSA,Atletico Paranaense,51.0,,3.0,14.0,5.0,,,,,,9.0,2.0,,11.0,,2.0,,,,,,,,,,,,,,,,,,,,
6957,94572,2019-07-21T22:00:00+00:00,11,2019,145,0.0,151,0.0,1.0,151,Goias,Avai,Goias,39.0,5.0,3.0,19.0,4.0,,69.0,209.0,,4.0,2.0,4.0,7.0,11.0,302.0,2.0,0.0,4.0,5.0,13.0,6.0,17.0,111.0,55.0,16.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,6.7,6.6571428571428575
6958,94571,2019-07-21T19:00:00+00:00,11,2019,1062,2.0,154,2.0,1.0,154,Fortaleza EC,Atletico-MG,Fortaleza EC,49.0,1.0,2.0,12.0,6.0,,81.0,309.0,,8.0,6.0,4.0,3.0,11.0,382.0,4.0,1.0,6.0,8.0,6.0,1.0,7.0,97.0,43.0,14.0,10.0,9.0,0.0,1.0,2.0,1.0,0.0,1.0,6.640000000000001,6.6,6.733333333333333
6959,94571,2019-07-21T19:00:00+00:00,11,2019,1062,2.0,154,2.0,1.0,1062,Atletico-MG,Atletico-MG,Fortaleza EC,51.0,1.0,3.0,15.0,2.0,,84.0,347.0,,13.0,11.0,7.0,6.0,19.0,412.0,1.0,0.0,2.0,13.0,10.0,1.0,7.0,97.0,54.0,14.0,9.0,10.0,0.0,2.0,1.0,1.0,1.0,0.0,6.4,6.9,6.95
6960,94581,2019-07-28T14:00:00+00:00,12,2019,132,0.0,118,0.0,1.0,118,Bahia,Chapecoense-SC,Bahia,53.0,2.0,5.0,15.0,4.0,1.0,75.0,301.0,,6.0,7.0,7.0,10.0,16.0,404.0,1.0,0.0,4.0,11.0,20.0,4.0,12.0,133.0,68.0,19.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.1,6.74
6961,94588,2019-07-27T22:00:00+00:00,12,2019,119,1.0,129,0.0,2.0,119,Internacional,Internacional,Ceara,54.0,2.0,6.0,11.0,2.0,1.0,82.0,405.0,,8.0,4.0,5.0,3.0,11.0,494.0,3.0,1.0,2.0,8.0,15.0,1.0,7.0,135.0,78.0,31.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15,6.95,6.9
6962,94584,2019-07-28T19:00:00+00:00,12,2019,127,3.0,120,2.0,2.0,120,Botafogo,Flamengo,Botafogo,38.0,1.0,4.0,16.0,2.0,3.0,77.0,225.0,,5.0,8.0,3.0,7.0,12.0,292.0,2.0,1.0,2.0,7.0,7.0,3.0,10.0,122.0,61.0,24.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1000000000000005,7.1,6.533333333333334
6963,94589,2019-07-27T20:00:00+00:00,12,2019,121,1.0,133,1.0,1.0,121,Palmeiras,Palmeiras,Vasco DA Gama,55.0,2.0,3.0,22.0,,1.0,85.0,329.0,,7.0,9.0,4.0,8.0,15.0,387.0,1.0,0.0,0.0,8.0,13.0,1.0,3.0,110.0,56.0,8.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,6.540000000000001,6.3,6.825
6964,94585,2019-07-27T22:00:00+00:00,12,2019,124,1.0,126,2.0,0.0,124,Fluminense,Fluminense,Sao Paulo,71.0,4.0,4.0,20.0,3.0,,90.0,592.0,,8.0,6.0,4.0,6.0,14.0,660.0,1.0,0.0,3.0,10.0,10.0,2.0,9.0,95.0,49.0,13.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,6.44,6.3,6.983333333333333
6965,94585,2019-07-27T22:00:00+00:00,12,2019,124,1.0,126,2.0,0.0,126,Sao Paulo,Fluminense,Sao Paulo,29.0,3.0,2.0,14.0,3.0,,79.0,208.0,,7.0,5.0,5.0,6.0,13.0,264.0,3.0,1.0,3.0,9.0,10.0,4.0,7.0,95.0,46.0,13.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,7.1,6.6,6.714285714285714
6966,94584,2019-07-28T19:00:00+00:00,12,2019,127,3.0,120,2.0,2.0,127,Flamengo,Flamengo,Botafogo,62.0,3.0,5.0,23.0,1.0,,87.0,426.0,,10.0,7.0,5.0,5.0,15.0,489.0,5.0,2.0,1.0,12.0,14.0,1.0,11.0,122.0,61.0,16.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733333333333333,6.7,7.225
6967,94590,2019-07-28T19:00:00+00:00,12,2019,128,3.0,145,1.0,2.0,128,Santos,Santos,Avai,59.0,3.0,15.0,9.0,3.0,4.0,82.0,359.0,,15.0,5.0,10.0,3.0,18.0,436.0,2.0,2.0,3.0,14.0,17.0,2.0,13.0,127.0,64.0,25.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.133333333333333,7.3,6.62
6968,94588,2019-07-27T22:00:00+00:00,12,2019,119,1.0,129,0.0,2.0,129,Ceara,Internacional,Ceara,46.0,1.0,6.0,12.0,4.0,,75.0,308.0,,5.0,6.0,2.0,4.0,9.0,409.0,3.0,0.0,4.0,7.0,11.0,2.0,12.0,135.0,57.0,30.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,6.8,6.542857142857143
6969,94583,2019-07-29T23:00:00+00:00,12,2019,150,0.0,130,0.0,1.0,130,Gremio,CSA,Gremio,61.0,7.0,6.0,13.0,2.0,2.0,86.0,454.0,,7.0,8.0,,8.0,15.0,528.0,2.0,0.0,2.0,12.0,8.0,2.0,1.0,0.0,0.0,30.0,22.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,7.08,6.9,6.785714285714286
6970,94586,2019-07-28T22:00:00+00:00,12,2019,154,1.0,131,3.0,0.0,131,Corinthians,Fortaleza EC,Corinthians,52.0,1.0,1.0,16.0,3.0,1.0,88.0,394.0,,9.0,7.0,5.0,4.0,13.0,448.0,1.0,2.0,3.0,11.0,9.0,2.0,6.0,91.0,43.0,13.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.966666666666666,6.9,6.9
6971,94581,2019-07-28T14:00:00+00:00,12,2019,132,0.0,118,0.0,1.0,132,Chapecoense-SC,Chapecoense-SC,Bahia,47.0,4.0,10.0,16.0,6.0,,75.0,270.0,,5.0,8.0,4.0,11.0,16.0,358.0,1.0,0.0,6.0,13.0,12.0,3.0,13.0,133.0,65.0,30.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.183333333333334,6.9,6.8
6972,94589,2019-07-27T20:00:00+00:00,12,2019,121,1.0,133,1.0,1.0,133,Vasco DA Gama,Palmeiras,Vasco DA Gama,45.0,1.0,4.0,22.0,4.0,,78.0,248.0,,2.0,3.0,1.0,3.0,5.0,317.0,4.0,1.0,4.0,4.0,11.0,1.0,6.0,110.0,54.0,13.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.640000000000001,6.9,6.56
6973,94582,2019-07-27T22:00:00+00:00,12,2019,135,0.0,134,2.0,0.0,134,Atletico Paranaense,Cruzeiro,Atletico Paranaense,,,1.0,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
6974,94582,2019-07-27T22:00:00+00:00,12,2019,135,0.0,134,2.0,0.0,135,Cruzeiro,Cruzeiro,Atletico Paranaense,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
6975,94590,2019-07-28T19:00:00+00:00,12,2019,128,3.0,145,1.0,2.0,145,Avai,Santos,Avai,41.0,2.0,4.0,13.0,8.0,,74.0,227.0,,6.0,5.0,4.0,5.0,11.0,306.0,2.0,1.0,8.0,8.0,14.0,3.0,13.0,127.0,63.0,31.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,6.6,6.671428571428572
6976,94583,2019-07-29T23:00:00+00:00,12,2019,150,0.0,130,0.0,1.0,150,CSA,CSA,Gremio,39.0,2.0,2.0,13.0,,,83.0,288.0,,4.0,6.0,2.0,6.0,10.0,348.0,4.0,0.0,0.0,6.0,17.0,7.0,4.0,0.0,0.0,11.0,5.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,7.220000000000001,6.7,6.642857142857143
6977,94587,2019-07-28T22:00:00+00:00,12,2019,151,0.0,1062,0.0,1.0,151,Goias,Goias,Atletico-MG,45.0,6.0,7.0,14.0,,1.0,86.0,340.0,,5.0,8.0,2.0,11.0,16.0,397.0,1.0,0.0,0.0,14.0,12.0,6.0,12.0,88.0,47.0,14.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,6.6,6.785714285714286
6978,94586,2019-07-28T22:00:00+00:00,12,2019,154,1.0,131,3.0,0.0,154,Fortaleza EC,Fortaleza EC,Corinthians,48.0,2.0,1.0,18.0,2.0,2.0,87.0,355.0,,8.0,9.0,3.0,6.0,14.0,407.0,2.0,0.0,2.0,14.0,4.0,1.0,3.0,91.0,48.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.220000000000001,7.0,6.585714285714286
6979,94587,2019-07-28T22:00:00+00:00,12,2019,151,0.0,1062,0.0,1.0,1062,Atletico-MG,Goias,Atletico-MG,55.0,6.0,4.0,9.0,2.0,3.0,87.0,427.0,,6.0,5.0,,5.0,11.0,489.0,,0.0,2.0,9.0,4.0,6.0,5.0,88.0,41.0,25.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,6.55,6.771428571428571
6980,94594,2019-08-04T19:00:00+00:00,13,2019,118,3.0,127,0.0,2.0,118,Bahia,Bahia,Flamengo,31.0,2.0,4.0,18.0,1.0,4.0,66.0,179.0,1.0,7.0,1.0,7.0,3.0,10.0,273.0,1.0,2.0,1.0,7.0,19.0,7.0,12.0,0.0,0.0,21.0,12.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,7.5,7.324999999999999,6.56
6981,94597,2019-08-03T22:00:00+00:00,13,2019,124,2.0,119,1.0,2.0,119,Internacional,Fluminense,Internacional,40.0,6.0,5.0,12.0,5.0,,84.0,345.0,,5.0,5.0,4.0,10.0,15.0,412.0,2.0,0.0,5.0,7.0,7.0,7.0,11.0,0.0,0.0,15.0,9.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,6.68,6.65,6.459999999999999
6982,94593,2019-08-04T19:00:00+00:00,13,2019,145,0.0,120,2.0,0.0,120,Botafogo,Avai,Botafogo,41.0,1.0,1.0,11.0,3.0,,79.0,290.0,,4.0,3.0,5.0,5.0,9.0,368.0,1.0,2.0,3.0,9.0,15.0,15.0,9.0,0.0,0.0,20.0,12.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,7.816666666666666,6.550000000000001,6.766666666666667
6983,94596,2019-08-04T22:00:00+00:00,13,2019,131,1.0,121,1.0,1.0,121,Palmeiras,Corinthians,Palmeiras,50.0,1.0,5.0,24.0,6.0,3.0,78.0,290.0,,6.0,1.0,6.0,2.0,8.0,373.0,3.0,1.0,6.0,7.0,10.0,1.0,15.0,0.0,0.0,12.0,8.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,6.659999999999999,6.8,6.65
6984,94597,2019-08-03T22:00:00+00:00,13,2019,124,2.0,119,1.0,2.0,124,Fluminense,Fluminense,Internacional,60.0,7.0,8.0,8.0,3.0,,89.0,567.0,,14.0,9.0,6.0,8.0,22.0,640.0,1.0,1.0,3.0,14.0,15.0,6.0,11.0,0.0,0.0,30.0,20.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,7.08,7.2,7.125
6985,94591,2019-08-21T22:15:00+00:00,13,2019,134,0.0,126,1.0,0.0,126,Sao Paulo,Atletico Paranaense,Sao Paulo,48.0,,1.0,9.0,3.0,2.0,,,,,4.0,3.0,,7.0,,2.0,,,,,,,,,,,,,,,,,,,,
6986,94594,2019-08-04T19:00:00+00:00,13,2019,118,3.0,127,0.0,2.0,127,Flamengo,Bahia,Flamengo,69.0,7.0,7.0,14.0,4.0,2.0,83.0,483.0,,8.0,5.0,1.0,5.0,13.0,582.0,1.0,0.0,4.0,11.0,8.0,2.0,3.0,0.0,0.0,29.0,18.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,6.3500000000000005,6.2,6.585714285714286
6987,94599,2019-08-04T14:00:00+00:00,13,2019,128,6.0,151,1.0,2.0,128,Santos,Santos,Goias,61.0,4.0,6.0,15.0,1.0,4.0,84.0,422.0,,14.0,5.0,10.0,5.0,19.0,500.0,3.0,4.0,1.0,11.0,13.0,8.0,6.0,0.0,0.0,21.0,11.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,7.4,6.45,7.516666666666667
6988,94595,2019-08-03T22:00:00+00:00,13,2019,129,2.0,154,1.0,2.0,129,Ceara,Ceara,Fortaleza EC,35.0,3.0,8.0,14.0,3.0,4.0,62.0,143.0,,8.0,4.0,4.0,3.0,11.0,229.0,3.0,2.0,3.0,8.0,12.0,3.0,9.0,0.0,0.0,8.0,3.0,18.0,15.0,0.0,1.0,0.0,0.0,0.0,6.6,7.5,6.775
