,fixture.id,fixture.date,league.round,league.season,home.id,score.home,away.id,score.away,winner,team.id,team.name,home.name,away.name,BP,BS,CK,Fouls,GkS,O,P%,PAc,RC,SI,SoffG,SonG,Soutb,TS,TP,YC,GA,GS,PK,TkT,TkB,TkI,DT,DW,DrA,DrS,DrP,FDr,PyW,PyC,PySc,PyM,PyS,RD,RF,RM
8179,328319,2021-02-04T00:30:00+00:00,34,2020,151,1.0,1062,0.0,2.0,1062,Atletico-MG,Goias,Atletico-MG,78.0,4.0,8.0,13.0,,4.0,90.0,734.0,,10.0,11.0,2.0,7.0,17.0,817.0,3.0,0.0,0.0,11.0,14.0,0.0,13.0,97.0,43.0,12.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,6.840000000000001,6.5,7.0
8180,328334,2021-02-06T22:00:00+00:00,35,2020,118,3.0,151,3.0,1.0,118,Bahia,Bahia,Goias,47.0,1.0,8.0,18.0,3.0,1.0,78.0,294.0,1.0,7.0,1.0,7.0,2.0,9.0,379.0,3.0,2.0,3.0,7.0,17.0,3.0,10.0,117.0,53.0,14.0,7.0,6.0,13.0,0.0,1.0,0.0,0.0,1.0,6.485714285714286,7.2,6.0
8181,328331,2021-02-10T22:00:00+00:00,35,2020,119,1.0,123,2.0,0.0,119,Internacional,Internacional,Sport Recife,59.0,7.0,7.0,12.0,,,86.0,457.0,1.0,10.0,8.0,2.0,7.0,17.0,530.0,2.0,1.0,0.0,14.0,9.0,2.0,8.0,105.0,55.0,20.0,15.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,6.4,6.9,6.966666666666666
8182,328330,2021-02-08T23:00:00+00:00,35,2020,120,2.0,130,5.0,0.0,120,Botafogo,Botafogo,Gremio,46.0,2.0,5.0,14.0,2.0,1.0,87.0,354.0,,11.0,10.0,6.0,7.0,18.0,408.0,,2.0,2.0,14.0,12.0,3.0,16.0,111.0,52.0,19.0,15.0,15.0,18.0,0.0,1.0,0.0,0.0,0.0,6.185714285714285,7.366666666666667,6.666666666666667
8183,328327,2021-02-17T22:30:00+00:00,35,2020,147,1.0,121,0.0,2.0,121,Palmeiras,Coritiba,Palmeiras,53.0,3.0,4.0,20.0,3.0,3.0,83.0,362.0,1.0,4.0,8.0,4.0,11.0,15.0,434.0,3.0,0.0,3.0,9.0,12.0,0.0,6.0,94.0,44.0,8.0,7.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,6.58,6.533333333333334,6.8
8184,328331,2021-02-10T22:00:00+00:00,35,2020,119,1.0,123,2.0,0.0,123,Sport Recife,Internacional,Sport Recife,41.0,2.0,3.0,11.0,1.0,1.0,79.0,298.0,,2.0,3.0,2.0,5.0,7.0,376.0,3.0,2.0,1.0,4.0,13.0,0.0,14.0,105.0,50.0,13.0,7.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,6.842857142857143,7.025,6.88
8185,328329,2021-02-11T00:30:00+00:00,35,2020,124,0.0,1062,0.0,1.0,124,Fluminense,Fluminense,Atletico-MG,27.0,3.0,6.0,8.0,1.0,3.0,77.0,235.0,,5.0,4.0,3.0,5.0,10.0,307.0,,0.0,1.0,4.0,18.0,3.0,18.0,92.0,56.0,20.0,12.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,7.116666666666666,6.666666666666667,6.957142857142857
8186,328333,2021-02-11T00:00:00+00:00,35,2020,126,1.0,129,1.0,1.0,126,Sao Paulo,Sao Paulo,Ceara,60.0,2.0,6.0,10.0,1.0,2.0,84.0,417.0,,10.0,5.0,9.0,6.0,16.0,494.0,4.0,0.0,1.0,12.0,9.0,1.0,15.0,78.0,41.0,9.0,4.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,6.7,6.8,7.12
8187,328325,2021-02-07T23:30:00+00:00,35,2020,794,1.0,127,1.0,1.0,127,Flamengo,Bragantino,Flamengo,54.0,5.0,4.0,17.0,4.0,4.0,79.0,333.0,,12.0,4.0,7.0,4.0,16.0,420.0,2.0,0.0,4.0,10.0,26.0,0.0,16.0,134.0,77.0,31.0,22.0,12.0,18.0,1.0,0.0,1.0,0.0,0.0,6.8,6.766666666666667,7.42
8188,328328,2021-02-07T00:00:00+00:00,35,2020,144,1.0,128,1.0,1.0,128,Santos,Atletico Goianiense,Santos,70.0,4.0,10.0,13.0,1.0,4.0,87.0,429.0,,13.0,11.0,3.0,5.0,18.0,494.0,2.0,0.0,1.0,13.0,11.0,0.0,13.0,102.0,48.0,11.0,6.0,12.0,16.0,0.0,1.0,1.0,0.0,0.0,6.779999999999999,6.7,6.742857142857143
8189,328333,2021-02-11T00:00:00+00:00,35,2020,126,1.0,129,1.0,1.0,129,Ceara,Sao Paulo,Ceara,40.0,2.0,4.0,17.0,8.0,2.0,80.0,260.0,,4.0,4.0,2.0,4.0,8.0,326.0,4.0,0.0,8.0,7.0,12.0,0.0,15.0,78.0,37.0,7.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,6.966666666666668,6.65,6.828571428571428
8190,328330,2021-02-08T23:00:00+00:00,35,2020,120,2.0,130,5.0,0.0,130,Gremio,Botafogo,Gremio,54.0,3.0,2.0,18.0,4.0,1.0,86.0,403.0,,10.0,3.0,7.0,3.0,13.0,467.0,,3.0,4.0,10.0,17.0,0.0,9.0,111.0,59.0,20.0,15.0,15.0,14.0,1.0,0.0,1.0,0.0,0.0,6.65,6.6,7.2555555555555555
8191,328332,2021-02-11T00:30:00+00:00,35,2020,131,3.0,134,3.0,1.0,131,Corinthians,Corinthians,Atletico Paranaense,44.0,4.0,3.0,19.0,3.0,1.0,82.0,346.0,,10.0,5.0,8.0,7.0,17.0,420.0,3.0,3.0,3.0,14.0,13.0,3.0,11.0,97.0,49.0,18.0,9.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,6.65,6.75,6.9375
8192,328326,2021-02-10T22:15:00+00:00,35,2020,154,3.0,133,0.0,2.0,133,Vasco DA Gama,Fortaleza EC,Vasco DA Gama,57.0,6.0,7.0,14.0,4.0,1.0,87.0,425.0,,6.0,5.0,1.0,6.0,12.0,487.0,3.0,0.0,4.0,10.0,5.0,0.0,9.0,103.0,47.0,19.0,14.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,6.25,6.533333333333334,6.6000000000000005
8193,328332,2021-02-11T00:30:00+00:00,35,2020,131,3.0,134,3.0,1.0,134,Atletico Paranaense,Corinthians,Atletico Paranaense,56.0,2.0,2.0,12.0,6.0,,86.0,456.0,,10.0,3.0,7.0,2.0,12.0,530.0,,2.0,6.0,10.0,16.0,0.0,6.0,97.0,48.0,11.0,6.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,6.7625,7.0,6.860000000000001
8194,328328,2021-02-07T00:00:00+00:00,35,2020,144,1.0,128,1.0,1.0,144,Atletico Goianiense,Atletico Goianiense,Santos,30.0,,,18.0,2.0,1.0,66.0,154.0,1.0,3.0,5.0,2.0,4.0,7.0,235.0,2.0,0.0,2.0,5.0,13.0,3.0,6.0,101.0,54.0,17.0,12.0,6.0,13.0,1.0,1.0,1.0,0.0,0.0,6.866666666666667,6.7,6.628571428571428
8195,328327,2021-02-17T22:30:00+00:00,35,2020,147,1.0,121,0.0,2.0,147,Coritiba,Coritiba,Palmeiras,47.0,3.0,5.0,16.0,4.0,1.0,82.0,315.0,,6.0,6.0,4.0,7.0,13.0,384.0,2.0,0.0,4.0,12.0,11.0,3.0,12.0,94.0,50.0,18.0,10.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,7.52,6.800000000000001,6.928571428571429
8196,328334,2021-02-06T22:00:00+00:00,35,2020,118,3.0,151,3.0,1.0,151,Goias,Bahia,Goias,53.0,3.0,1.0,13.0,4.0,1.0,83.0,348.0,,11.0,8.0,6.0,6.0,17.0,421.0,4.0,1.0,4.0,12.0,18.0,0.0,8.0,117.0,64.0,11.0,6.0,7.0,17.0,0.0,0.0,0.0,1.0,0.0,6.533333333333334,7.175,6.766666666666667
8197,328326,2021-02-10T22:15:00+00:00,35,2020,154,3.0,133,0.0,2.0,154,Fortaleza EC,Fortaleza EC,Vasco DA Gama,43.0,5.0,5.0,15.0,1.0,1.0,83.0,323.0,,12.0,5.0,7.0,5.0,17.0,388.0,2.0,3.0,1.0,14.0,18.0,4.0,20.0,102.0,56.0,15.0,11.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,6.885714285714286,6.6,7.4125
8198,328325,2021-02-07T23:30:00+00:00,35,2020,794,1.0,127,1.0,1.0,794,Bragantino,Bragantino,Flamengo,46.0,,5.0,19.0,6.0,1.0,78.0,281.0,,3.0,7.0,5.0,9.0,12.0,360.0,4.0,1.0,6.0,10.0,13.0,5.0,30.0,132.0,55.0,18.0,12.0,22.0,15.0,0.0,1.0,0.0,0.0,0.0,7.18,6.975,6.4
8199,328329,2021-02-11T00:30:00+00:00,35,2020,124,0.0,1062,0.0,1.0,1062,Atletico-MG,Fluminense,Atletico-MG,73.0,3.0,6.0,13.0,3.0,1.0,90.0,753.0,,4.0,4.0,1.0,4.0,8.0,838.0,1.0,0.0,3.0,6.0,15.0,0.0,9.0,92.0,36.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,7.25,6.640000000000001,6.966666666666666
8200,328341,2021-02-13T22:00:00+00:00,36,2020,1062,1.0,118,1.0,1.0,118,Bahia,Atletico-MG,Bahia,29.0,4.0,2.0,9.0,3.0,1.0,77.0,232.0,,11.0,4.0,5.0,2.0,13.0,301.0,1.0,1.0,3.0,9.0,11.0,0.0,6.0,86.0,39.0,13.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,6.7625,6.633333333333333,6.88
8201,328340,2021-02-14T19:00:00+00:00,36,2020,133,0.0,119,2.0,0.0,119,Internacional,Vasco DA Gama,Internacional,36.0,4.0,9.0,20.0,,,71.0,181.0,,10.0,5.0,7.0,6.0,16.0,254.0,5.0,2.0,0.0,12.0,10.0,0.0,11.0,102.0,49.0,8.0,4.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,7.140000000000001,7.2,6.8375
8202,328336,2021-02-13T20:00:00+00:00,36,2020,151,2.0,120,0.0,2.0,120,Botafogo,Goias,Botafogo,46.0,2.0,5.0,26.0,5.0,2.0,84.0,289.0,1.0,6.0,6.0,3.0,5.0,11.0,345.0,3.0,0.0,5.0,9.0,13.0,0.0,8.0,120.0,56.0,23.0,12.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,6.540000000000001,6.5,6.7
8203,328343,2021-02-14T21:15:00+00:00,36,2020,121,3.0,154,0.0,2.0,121,Palmeiras,Palmeiras,Fortaleza EC,67.0,3.0,3.0,16.0,1.0,4.0,90.0,550.0,,4.0,4.0,6.0,9.0,13.0,610.0,,2.0,1.0,11.0,14.0,2.0,3.0,99.0,48.0,6.0,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,7.140000000000001,7.3,6.842857142857143
8204,328338,2021-02-15T23:00:00+00:00,36,2020,123,0.0,794,0.0,1.0,123,Sport Recife,Sport Recife,Bragantino,31.0,1.0,1.0,8.0,6.0,,66.0,178.0,,1.0,3.0,,3.0,4.0,271.0,3.0,0.0,6.0,3.0,13.0,6.0,12.0,99.0,47.0,18.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,7.166666666666667,6.625,6.7
8205,328335,2021-02-15T21:00:00+00:00,36,2020,129,1.0,124,3.0,0.0,124,Fluminense,Ceara,Fluminense,49.0,2.0,,8.0,4.0,,82.0,351.0,,5.0,3.0,4.0,4.0,9.0,428.0,1.0,3.0,4.0,6.0,17.0,0.0,13.0,103.0,58.0,19.0,14.0,7.0,17.0,0.0,1.0,0.0,0.0,0.0,7.359999999999999,6.933333333333334,6.9
8206,328337,2021-02-14T23:30:00+00:00,36,2020,130,1.0,126,2.0,0.0,126,Sao Paulo,Gremio,Sao Paulo,49.0,1.0,2.0,18.0,2.0,,87.0,430.0,,2.0,6.0,4.0,9.0,11.0,492.0,4.0,0.0,2.0,5.0,15.0,0.0,15.0,102.0,59.0,13.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6.76,7.1,7.016666666666667
8207,328339,2021-02-14T19:00:00+00:00,36,2020,127,2.0,131,1.0,2.0,127,Flamengo,Flamengo,Corinthians,66.0,1.0,4.0,21.0,2.0,4.0,85.0,509.0,,9.0,8.0,5.0,5.0,14.0,596.0,1.0,2.0,2.0,11.0,15.0,7.0,8.0,132.0,69.0,17.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,7.066666666666666,6.7,7.1000000000000005
8208,328342,2021-02-13T22:00:00+00:00,36,2020,128,2.0,147,0.0,2.0,128,Santos,Santos,Coritiba,56.0,3.0,7.0,15.0,3.0,3.0,85.0,405.0,,7.0,8.0,6.0,10.0,17.0,475.0,,2.0,3.0,13.0,12.0,1.0,15.0,95.0,51.0,15.0,12.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,7.479999999999999,7.15,6.859999999999999
8209,328335,2021-02-15T21:00:00+00:00,36,2020,129,1.0,124,3.0,0.0,129,Ceara,Ceara,Fluminense,51.0,2.0,9.0,18.0,1.0,,85.0,369.0,,9.0,6.0,5.0,4.0,13.0,434.0,1.0,0.0,1.0,11.0,14.0,2.0,11.0,103.0,45.0,19.0,7.0,14.0,8.0,1.0,0.0,1.0,0.0,0.0,6.366666666666667,7.033333333333334,6.471428571428571
8210,328337,2021-02-14T23:30:00+00:00,36,2020,130,1.0,126,2.0,0.0,130,Gremio,Gremio,Sao Paulo,51.0,1.0,5.0,19.0,2.0,,87.0,454.0,1.0,3.0,1.0,3.0,2.0,5.0,523.0,6.0,0.0,2.0,1.0,10.0,1.0,8.0,102.0,43.0,7.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,6.38,7.2,6.43
8211,328339,2021-02-14T19:00:00+00:00,36,2020,127,2.0,131,1.0,2.0,131,Corinthians,Flamengo,Corinthians,34.0,7.0,3.0,16.0,3.0,1.0,74.0,224.0,,6.0,1.0,3.0,5.0,11.0,304.0,5.0,1.0,3.0,8.0,17.0,0.0,14.0,132.0,63.0,14.0,9.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,6.36,7.2,6.577777777777778
8212,328340,2021-02-14T19:00:00+00:00,36,2020,133,0.0,119,2.0,0.0,133,Vasco DA Gama,Vasco DA Gama,Internacional,64.0,3.0,3.0,9.0,5.0,2.0,83.0,381.0,,5.0,5.0,,3.0,8.0,459.0,1.0,0.0,5.0,5.0,10.0,3.0,12.0,103.0,53.0,14.0,10.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,7.016666666666667,6.3,6.685714285714285
8213,328344,2021-02-14T21:15:00+00:00,36,2020,134,2.0,144,1.0,2.0,134,Atletico Paranaense,Atletico Paranaense,Atletico Goianiense,59.0,,7.0,14.0,3.0,4.0,86.0,392.0,,5.0,5.0,3.0,3.0,8.0,454.0,3.0,2.0,3.0,7.0,8.0,1.0,9.0,92.0,40.0,13.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,7.040000000000001,6.3,6.716666666666666
8214,328344,2021-02-14T21:15:00+00:00,36,2020,134,2.0,144,1.0,2.0,144,Atletico Goianiense,Atletico Paranaense,Atletico Goianiense,41.0,1.0,4.0,9.0,1.0,3.0,80.0,244.0,,6.0,6.0,4.0,5.0,11.0,306.0,2.0,0.0,1.0,6.0,19.0,0.0,12.0,92.0,52.0,5.0,4.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,6.75,6.949999999999999,6.671428571428572
8215,328342,2021-02-13T22:00:00+00:00,36,2020,128,2.0,147,0.0,2.0,147,Coritiba,Santos,Coritiba,44.0,1.0,3.0,16.0,4.0,1.0,83.0,302.0,,1.0,4.0,3.0,7.0,8.0,363.0,4.0,0.0,4.0,3.0,12.0,0.0,13.0,95.0,44.0,6.0,4.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,6.616666666666667,6.7,6.614285714285714
8216,328336,2021-02-13T20:00:00+00:00,36,2020,151,2.0,120,0.0,2.0,151,Goias,Goias,Botafogo,54.0,1.0,2.0,23.0,3.0,2.0,84.0,346.0,,8.0,3.0,7.0,3.0,11.0,412.0,4.0,2.0,3.0,8.0,18.0,2.0,10.0,117.0,61.0,14.0,7.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,7.1571428571428575,7.166666666666667,6.85
8217,328343,2021-02-14T21:15:00+00:00,36,2020,121,3.0,154,0.0,2.0,154,Fortaleza EC,Palmeiras,Fortaleza EC,33.0,2.0,4.0,11.0,3.0,,72.0,205.0,,3.0,2.0,1.0,2.0,5.0,284.0,3.0,0.0,3.0,4.0,12.0,0.0,17.0,99.0,51.0,21.0,12.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,6.414285714285714,6.5,6.5375
8218,328338,2021-02-15T23:00:00+00:00,36,2020,123,0.0,794,0.0,1.0,794,Bragantino,Sport Recife,Bragantino,69.0,6.0,15.0,10.0,1.0,1.0,85.0,491.0,,10.0,10.0,6.0,12.0,22.0,579.0,,0.0,1.0,16.0,17.0,0.0,6.0,99.0,52.0,13.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,7.340000000000001,6.766666666666667,6.85
8219,328341,2021-02-13T22:00:00+00:00,36,2020,1062,1.0,118,1.0,1.0,1062,Atletico-MG,Atletico-MG,Bahia,71.0,11.0,6.0,10.0,4.0,1.0,91.0,671.0,,11.0,6.0,4.0,10.0,21.0,741.0,1.0,1.0,4.0,14.0,14.0,4.0,9.0,86.0,47.0,17.0,10.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,7.2,6.98,7.2
8220,328351,2021-02-21T00:00:00+00:00,37,2020,154,0.0,118,4.0,0.0,118,Bahia,Fortaleza EC,Bahia,40.0,,,13.0,3.0,1.0,84.0,301.0,,10.0,5.0,7.0,2.0,12.0,357.0,3.0,2.0,3.0,8.0,11.0,0.0,15.0,79.0,42.0,10.0,6.0,9.0,13.0,2.0,0.0,1.0,1.0,0.0,7.18,7.340000000000001,7.233333333333333
8221,328350,2021-02-21T19:00:00+00:00,37,2020,127,2.0,119,1.0,2.0,119,Internacional,Flamengo,Internacional,41.0,5.0,4.0,15.0,2.0,,76.0,230.0,1.0,8.0,4.0,3.0,4.0,12.0,304.0,,0.0,2.0,5.0,23.0,0.0,16.0,131.0,70.0,20.0,15.0,12.0,20.0,1.0,0.0,1.0,0.0,0.0,6.583333333333333,6.65,6.7625
8222,328347,2021-02-22T23:00:00+00:00,37,2020,120,1.0,126,0.0,2.0,120,Botafogo,Botafogo,Sao Paulo,47.0,8.0,4.0,12.0,1.0,2.0,86.0,371.0,,10.0,3.0,8.0,9.0,19.0,433.0,3.0,1.0,1.0,11.0,7.0,1.0,12.0,84.0,46.0,7.0,4.0,6.0,15.0,0.0,1.0,0.0,0.0,1.0,7.26,6.82,7.159999999999999
8223,328354,2021-02-22T21:00:00+00:00,37,2020,121,1.0,144,1.0,1.0,121,Palmeiras,Palmeiras,Atletico Goianiense,63.0,4.0,9.0,20.0,2.0,,87.0,475.0,,7.0,11.0,4.0,12.0,19.0,544.0,2.0,0.0,2.0,16.0,10.0,1.0,5.0,100.0,49.0,16.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,7.18,6.65,6.777777777777778
8224,328349,2021-02-21T19:00:00+00:00,37,2020,123,2.0,1062,3.0,0.0,123,Sport Recife,Sport Recife,Atletico-MG,39.0,3.0,2.0,16.0,8.0,,80.0,297.0,,7.0,3.0,3.0,2.0,9.0,372.0,4.0,1.0,8.0,7.0,5.0,2.0,3.0,84.0,37.0,13.0,7.0,10.0,13.0,1.0,0.0,1.0,0.0,0.0,6.555555555555555,6.5,6.566666666666666
8225,328345,2021-02-21T21:15:00+00:00,37,2020,128,1.0,124,1.0,1.0,124,Fluminense,Santos,Fluminense,38.0,1.0,4.0,19.0,1.0,1.0,75.0,211.0,1.0,4.0,3.0,3.0,3.0,7.0,280.0,4.0,1.0,1.0,5.0,23.0,0.0,20.0,132.0,63.0,18.0,6.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,6.94,6.366666666666667,6.6375
8226,328347,2021-02-22T23:00:00+00:00,37,2020,120,1.0,126,0.0,2.0,126,Sao Paulo,Botafogo,Sao Paulo,53.0,1.0,3.0,15.0,7.0,,84.0,386.0,1.0,4.0,5.0,1.0,3.0,7.0,457.0,5.0,0.0,7.0,6.0,3.0,0.0,11.0,84.0,38.0,9.0,6.0,4.0,12.0,1.0,0.0,0.0,1.0,0.0,6.814285714285715,6.8,6.666666666666667
8227,328350,2021-02-21T19:00:00+00:00,37,2020,127,2.0,119,1.0,2.0,127,Flamengo,Flamengo,Internacional,59.0,3.0,1.0,21.0,2.0,3.0,87.0,387.0,,4.0,3.0,4.0,6.0,10.0,443.0,4.0,2.0,2.0,10.0,17.0,4.0,7.0,131.0,60.0,24.0,12.0,15.0,13.0,0.0,1.0,0.0,0.0,0.0,6.6,6.833333333333333,7.0200000000000005
8228,328345,2021-02-21T21:15:00+00:00,37,2020,128,1.0,124,1.0,1.0,128,Santos,Santos,Fluminense,62.0,1.0,4.0,20.0,2.0,1.0,85.0,382.0,,5.0,5.0,2.0,3.0,8.0,450.0,3.0,1.0,2.0,5.0,25.0,1.0,9.0,132.0,69.0,21.0,11.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,6.8,6.5,7.220000000000001
8229,328353,2021-02-20T21:30:00+00:00,37,2020,147,0.0,129,2.0,0.0,129,Ceara,Coritiba,Ceara,38.0,2.0,5.0,9.0,5.0,1.0,76.0,257.0,,7.0,5.0,4.0,4.0,11.0,337.0,,2.0,5.0,9.0,15.0,0.0,15.0,105.0,54.0,16.0,10.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,7.233333333333333,7.25,6.8125
8230,328352,2021-02-21T21:15:00+00:00,37,2020,130,1.0,134,0.0,2.0,130,Gremio,Gremio,Atletico Paranaense,49.0,2.0,2.0,19.0,3.0,1.0,87.0,399.0,,6.0,7.0,2.0,5.0,11.0,460.0,3.0,0.0,3.0,9.0,9.0,1.0,8.0,108.0,55.0,19.0,12.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,7.1000000000000005,6.925000000000001,6.866666666666667
8231,328346,2021-02-21T19:00:00+00:00,37,2020,131,0.0,133,0.0,1.0,131,Corinthians,Corinthians,Vasco DA Gama,66.0,7.0,7.0,23.0,,1.0,86.0,505.0,,10.0,3.0,4.0,4.0,14.0,585.0,1.0,0.0,0.0,12.0,15.0,2.0,14.0,124.0,59.0,18.0,9.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,7.266666666666667,6.85,6.7875
8232,328346,2021-02-21T19:00:00+00:00,37,2020,131,0.0,133,0.0,1.0,133,Vasco DA Gama,Corinthians,Vasco DA Gama,34.0,2.0,4.0,18.0,4.0,6.0,71.0,200.0,,4.0,6.0,,4.0,8.0,282.0,2.0,0.0,4.0,6.0,19.0,0.0,12.0,123.0,65.0,19.0,8.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,7.459999999999999,6.4,6.775
8233,328352,2021-02-21T21:15:00+00:00,37,2020,130,1.0,134,0.0,2.0,134,Atletico Paranaense,Gremio,Atletico Paranaense,51.0,1.0,2.0,17.0,1.0,4.0,86.0,399.0,2.0,6.0,5.0,2.0,2.0,8.0,466.0,1.0,0.0,1.0,6.0,13.0,0.0,5.0,107.0,53.0,8.0,5.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,6.65,6.675,6.8
8234,328354,2021-02-22T21:00:00+00:00,37,2020,121,1.0,144,1.0,1.0,144,Atletico Goianiense,Palmeiras,Atletico Goianiense,37.0,1.0,6.0,13.0,3.0,1.0,75.0,234.0,,6.0,5.0,3.0,3.0,9.0,310.0,1.0,1.0,3.0,8.0,9.0,0.0,10.0,100.0,51.0,17.0,11.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,6.766666666666667,6.5,6.766666666666667
8235,328353,2021-02-20T21:30:00+00:00,37,2020,147,0.0,129,2.0,0.0,147,Coritiba,Coritiba,Ceara,62.0,3.0,7.0,14.0,2.0,2.0,89.0,504.0,,8.0,8.0,5.0,8.0,16.0,567.0,1.0,0.0,2.0,13.0,11.0,2.0,8.0,105.0,51.0,23.0,14.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,6.8,6.9,6.742857142857143
8236,328348,2021-02-21T23:30:00+00:00,37,2020,151,0.0,794,0.0,1.0,151,Goias,Goias,Bragantino,43.0,5.0,3.0,18.0,5.0,1.0,70.0,221.0,,9.0,8.0,1.0,5.0,14.0,315.0,2.0,0.0,5.0,10.0,17.0,5.0,13.0,133.0,69.0,15.0,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,6.957142857142857,6.866666666666667,7.016666666666667
8237,328351,2021-02-21T00:00:00+00:00,37,2020,154,0.0,118,4.0,0.0,154,Fortaleza EC,Fortaleza EC,Bahia,60.0,3.0,2.0,15.0,3.0,,90.0,493.0,1.0,4.0,5.0,3.0,7.0,11.0,547.0,5.0,0.0,3.0,9.0,5.0,0.0,13.0,79.0,37.0,15.0,9.0,6.0,12.0,0.0,2.0,0.0,0.0,1.0,6.066666666666666,6.3,6.675
8238,328348,2021-02-21T23:30:00+00:00,37,2020,151,0.0,794,0.0,1.0,794,Bragantino,Goias,Bragantino,57.0,5.0,11.0,20.0,1.0,1.0,77.0,311.0,,7.0,4.0,5.0,7.0,14.0,404.0,,0.0,1.0,13.0,15.0,0.0,10.0,133.0,64.0,17.0,8.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,7.32,7.066666666666666,6.76
8239,328349,2021-02-21T19:00:00+00:00,37,2020,123,2.0,1062,3.0,0.0,1062,Atletico-MG,Sport Recife,Atletico-MG,61.0,3.0,4.0,13.0,1.0,,88.0,513.0,,14.0,12.0,10.0,11.0,25.0,586.0,4.0,1.0,1.0,21.0,13.0,0.0,12.0,84.0,47.0,14.0,10.0,7.0,14.0,0.0,1.0,0.0,0.0,0.0,6.92,7.06,6.98
8240,328358,2021-02-26T00:30:00+00:00,38,2020,118,2.0,128,0.0,2.0,118,Bahia,Bahia,Santos,48.0,3.0,4.0,11.0,5.0,2.0,86.0,383.0,,11.0,8.0,5.0,5.0,16.0,447.0,,2.0,5.0,14.0,17.0,3.0,15.0,107.0,46.0,10.0,4.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,7.32,7.1,6.5200000000000005
8241,328359,2021-02-26T00:30:00+00:00,38,2020,119,0.0,131,0.0,1.0,119,Internacional,Internacional,Corinthians,52.0,5.0,12.0,13.0,1.0,6.0,80.0,334.0,,14.0,6.0,5.0,2.0,16.0,420.0,,0.0,1.0,13.0,21.0,3.0,17.0,141.0,68.0,23.0,10.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,7.316666666666666,6.8,6.885714285714286
8242,328356,2021-02-26T00:30:00+00:00,38,2020,129,2.0,120,1.0,2.0,120,Botafogo,Ceara,Botafogo,53.0,6.0,7.0,4.0,4.0,2.0,91.0,456.0,,11.0,8.0,3.0,6.0,17.0,503.0,,0.0,4.0,14.0,9.0,0.0,7.0,76.0,35.0,10.0,7.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,6.540000000000001,6.625,6.75
8243,328357,2021-02-26T00:30:00+00:00,38,2020,1062,2.0,121,0.0,2.0,121,Palmeiras,Atletico-MG,Palmeiras,49.0,1.0,4.0,17.0,6.0,1.0,80.0,342.0,,5.0,4.0,4.0,4.0,9.0,425.0,,0.0,6.0,7.0,12.0,0.0,11.0,103.0,52.0,16.0,10.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,6.68,6.4,6.916666666666667
